title,city,phone,website,reviews,rating,audit_status,audit_error,audit_body_len,audit_fbq_pixel,audit_gtag,audit_analytics_js,audit_schema_org,audit_local_business_schema,audit_lead_form,audit_whatsapp,audit_view_port_meta,score,reasons
Lifeline Fitness,Sahibzada Ajit Singh Nagar,+91 97797 39888,https://lifelinefitness.in/,81,4.2,200,,149987,True,True,True,True,False,True,True,True,2.5,tracking_ok(+1) | no_local_schema(+1) | established_81(+0.5)
Yog Divya Mandir Eva Chikitsalay,Chandigarh,+91 172 265 7611,http://www.syaat.org/,63,4.6,200,,149970,False,True,True,True,False,True,True,True,2.5,partial_tracking(+1) | no_local_schema(+1) | established_63(+0.5)
Sona Gym & Spa,Sahibzada Ajit Singh Nagar,+91 98888 91318,https://sonagymspa.in/,250,4.8,200,,146019,False,False,True,True,True,True,False,True,2,partial_tracking(+1) | proven_250(+1)
Avyukt Fitness,Zirakpur,+91 90411 12364,https://www.fitfaat.com/5038/sports-and-fitness/avyukt-%20fitness,43,4.9,200,,132460,True,True,True,True,False,True,False,True,2,tracking_ok(+1) | no_local_schema(+1)
Yog Cafe,Chandigarh,,http://www.kavalyoga.com/,42,5,200,,149950,False,False,True,True,False,True,False,True,2,partial_tracking(+1) | no_local_schema(+1)
kr fitness studio,Chandigarh,,http://www.krfitnessstudio.in/,36,5,200,,45575,False,True,True,True,False,True,False,True,2,partial_tracking(+1) | no_local_schema(+1)
The spiritual eye institute,Sahibzada Ajit Singh Nagar,+91 96037 10751,https://thespiritualeyeinstitute.in/,16,5,200,,136910,False,False,False,True,True,True,True,True,2,NO_TRACKING(+2)
Meet Singh Fitness,Chandigarh,+91 73558 58095,https://www.krfitnessstudio.in/,13,5,200,,45575,False,True,True,True,False,True,False,True,2,partial_tracking(+1) | no_local_schema(+1)
Instayog Salsa bachata kizomba zumba yoga classes,Chandigarh,,https://www.instayog.com/,10,5,200,,138416,False,True,True,True,False,True,True,True,2,partial_tracking(+1) | no_local_schema(+1)
Zone 5,Panchkula,+91 90414 10152,https://zone5.in/,9,5,200,,13296,False,True,True,True,True,False,False,True,2,partial_tracking(+1) | no_form(+1)
Rhythm & Royalty Fitness Centre Zirakpur,"Zirakpur, Nabha",+91 77196 29735,https://rhythmroyaltyfitness.com/,4,5,200,,118578,False,True,True,True,False,True,True,True,2,partial_tracking(+1) | no_local_schema(+1)
gym,Zirakpur,+91 87279 21117,https://amitcreations.studentataarcodes.in/,,,200,,149998,False,True,True,True,False,True,True,True,2,partial_tracking(+1) | no_local_schema(+1)
