title,category,city,postal,state,address,phone,website,rating,reviews,claimed,categories,placeId,lat,lng,imagesCount,_reason
Bajrang fitness premium,Gym,Chandigarh,160101,Chandigarh,"SCO.1057/5, second floor, gobindpura, CHD, Sector 13, Chandigarh, 160101, India",+91 95178 86624,,5,32,False,['Gym'],ChIJ5aoLg-uTDzkRMT6W_IxmnLM,30.7122464,76.8357485,18,primary_cat
UNIQUE FITNESS BOYS AND GIRLS,Fitness center,Chandigarh,160101,Chandigarh,"First floor, *Unique fitness, Nanus's complex, Daria, Chandigarh, 160101, India",+91 99884 11307,,5,25,False,['Fitness center'],ChIJy5VLkgftDzkRKnPctXa64Ao,30.6992028,76.813848,22,primary_cat
Trainwithpacific,Personal trainer,Chandigarh,160011,Chandigarh,"1, Azaadi Rte, 10D, Sector 10, Chandigarh, 160011, India",+91 97800 18388,http://trainwithpacific.com/,5,61,False,['Personal trainer'],ChIJaWArKOHtDzkRWYHfjqwDJFA,30.7533755,76.787833,40,primary_cat
S-Max Training,Gym,Chandigarh,160101,Chandigarh,"Shop No, 2148/A, Pipliwala Town, opposite SBI & AXIX BANK ATM, Sector 13, Chandigarh, 160101, India",+91 99888 00355,,5,14,True,['Gym'],ChIJkacNMB6TDzkRugHf2gojEpI,30.7200299,76.8324579,20,primary_cat
FITNESS 29 GYM,Gym,Chandigarh,160030,Chandigarh,"SCO 48, Sector 29D, 29D, Sector 29, Chandigarh, 160030, India",+91 89688 00029,,4.2,59,False,['Gym'],ChIJDbVL1gvtDzkRkE4Wt8ZeEdU,30.7118659,76.7904321,11,primary_cat
Muscle X GYM,Gym,Chandigarh,160002,Chandigarh,"PLOT No. 727, Hallo Majra, Chandigarh, 160002, India",+91 98763 64348,,4.9,22,False,['Gym'],ChIJAf6BZwDtDzkRA4Hplqn9_Gc,30.6910494,76.8022701,37,primary_cat
BAJRANG FITNESS CENTER,Gym,Chandigarh,160003,Chandigarh,"BEHLANA #163, Chandigarh 160003, India",+91 98884 69743,,4.9,90,False,['Gym'],ChIJC50Yh47tDzkR5Ivo0fh5CuM,30.6774807,76.8000565,15,primary_cat
FLEX PRO FITNESS GYM,Gym,Chandigarh,160019,Chandigarh,"Sector 19C, Sector 19, Chandigarh, 160019, India",+91 98885 49916,,,,False,['Gym'],ChIJldi9GQDtDzkRhXqgy9BuUyY,30.7250501,76.7922531,12,primary_cat
Flexity gym & spa,Gym,Chandigarh,160019,Chandigarh,"S.C.O 4, MADHYAM MARG, Sector 26, Chandigarh, 160019, India",+91 98726 60669,,4.5,152,False,['Gym'],ChIJ87BupBjtDzkR0CPexBtbltA,30.7287388,76.8023094,72,primary_cat
Gurdeep Singh Academy GSA Salsa Bachata Fitness Dance,Dance school,Chandigarh,160019,Chandigarh,"Rainbow international School, Sector 27D, Sector 27, Chandigarh, 160019, India",+91 89015 13991,https://instagram.com/gurdeepsinghacademy?igshid=YmMyMTA2M2Y=,4.9,22,False,['Dance school'],ChIJs6EF5_7tDzkRNtkCD4wrFcI,30.7218984,76.7968119,9,title_keyword
Fitness Habit,Gym,Chandigarh,160003,Chandigarh,"near dispensary, Behlana, Chandigarh, 160003, India",+91 98889 86689,,4.9,84,False,['Gym'],ChIJYSflec7tDzkRZYpGadnLHkM,30.6766612,76.798971,21,primary_cat
THE VIP GYM,Gym,Chandigarh,160102,Chandigarh,"First Floor, Plot, 163-164, Mouli Pind Rd, opposite Govt Model School, Mauli Jagran, Vikas Nagar, Chandigarh, 160102, India",+91 98764 25264,,4.8,226,False,"['Gym', 'Fitness center', 'Gymnastics center']",ChIJsYo5IbPsDzkRCLuS_IT5lJ0,30.6917218,76.823844,164,primary_cat
Tarun Personal Fitness Trainer,Personal trainer,Chandigarh,160019,Chandigarh,"Sector 7-C, Sector 7, Chandigarh, 160019, India",+91 98782 75825,,4.9,29,False,['Personal trainer'],ChIJdZfq59btDzkRv4wYBFP1Ukg,30.7325007,76.8002748,44,primary_cat
MK Fitness,Personal trainer,,,,,+91 97799 99646,,4.5,2,False,"['Personal trainer', 'Service establishment']",ChIJD4HhHlWTDzkRBhbf95AdjL0,30.683565,76.7690431,15,primary_cat
Mr Alg,Physical fitness program,,,,,,https://instagram.com/alg_rope?igshid=NTc4MTIwNjQ2YQ==,,,False,"['Physical fitness program', 'Service establishment']",ChIJYdLIVVEn3Y0ROex0tZMUlfI,30.7176821,76.8074723,0,primary_cat
Neo Spartan Fitness | Gym in Chandigarh | Fitness Center & Personal Trainer,Gym,Chandigarh,160022,Chandigarh,"Sco 2927-2928 basement, near hotel diamond, Sector 22C, Chandigarh, 160022, India",+91 81949 67484,https://neospartan.in/,4.6,209,False,"['Gym', 'Aerobics instructor', 'Fitness center', 'Personal trainer', 'Physical fitness program', 'Weight loss service', 'Wellness center', 'Yoga studio']",ChIJL3fGFp3tDzkRJmWr3I1dIXU,30.7284024,76.7674488,32,primary_cat
Tiwana GYM,Gym,Chandigarh,160102,Chandigarh,"207/3 Second Floor Opp Govt Model High School, Mauli Jagran, Chandigarh, 160102, India",+91 98887 20388,,4.5,58,False,['Gym'],ChIJP1OGkrLsDzkRI8gzfnMU1-w,30.6918533,76.823844,57,primary_cat
bron gym,Gym,Chandigarh,160002,Chandigarh,"1411, Deep Complex, Hallo Majra, Chandigarh, 160002, India",+91 89687 29049,,4.5,17,False,['Gym'],ChIJd9s8Xh3tDzkReRkEyhkFmOE,30.6875999,76.7996485,7,primary_cat
Brodeway Etender डिजिटल signature Gym,Gym,Chandigarh,160002,Chandigarh,"PLOT NO 1760 Deep Complex, Hallo Majra, Chandigarh, 160002, India",+91 92164 16567,http://www.brodeway.in/,4.4,25,False,['Gym'],ChIJuUy6JpHsDzkRWUBwSDnbrog,30.690717,76.7960282,1,primary_cat
Iron Addict Gym,Gym,,140604,Punjab,"Vaishali Enclave, sco 3, Baltana, Punjab 140604, India",+91 94676 31411,https://instagram.com/iron_addict_gym_?igshid=MzRlODBiNWFlZA==,4.7,25,False,['Gym'],ChIJ1z9QcurrDzkRdPOkagPaDJI,30.6793476,76.8251777,29,primary_cat
LOVE FITNESS GYM,Gym,Panchkula,160102,Haryana,"216 VILLAGE BUDHANPUR SECTOR 16, near GOVT SCHOOL, Budanpur, Panchkula, Haryana 160102, India",+91 99888 55255,,4,2,False,['Gym'],ChIJMx8UxqKTDzkRzrQJJxCEPmY,30.6911448,76.8271331,7,primary_cat
Brothers gym,Gym,Chandigarh,160102,Chandigarh,"House no 880, Mouli complex, Mauli Jagran, Budanpur, Chandigarh, 160102, India",+91 98784 23331,,4.8,9,False,['Gym'],ChIJkRRFF6qTDzkRUnLQelHeai4,30.6936751,76.8257615,10,primary_cat
GLOBAL GYM FACTORY,Fitness equipment wholesaler,Chandigarh,160002,Chandigarh,"1528, Deep Complex, Hallo Majra, Chandigarh, 160002, India",+91 85578 83309,http://www.speedfitness.co.in/,,,False,"['Fitness equipment wholesaler', 'Exercise equipment store']",ChIJkXUSXsjtDzkRgORf7HxE4ow,30.6903475,76.7958596,27,title_keyword
Fitness & Sports Treadmill Repair & Service| Gym Equipment Manufacturer,Exercise equipment store,Chandigarh,160101,Chandigarh,"Plot No 1548, Deep Complex, Gali Number 3, near Bank Of India, Hallo Majra, Chandigarh, 160101, India",,,2.3,6,False,['Exercise equipment store'],ChIJq3okOrHtDzkRvo1rCbbYFHU,30.6888927,76.7968881,9,title_keyword
Gym mechanics and Sona steam n fitness equipment service door step services,Taxi service,Chandigarh,160003,Chandigarh,"Mahila Niwas, Raipur Khurd, Chandigarh, 160003, India",,,,,False,['Taxi service'],ChIJpaMGmRTrDzkR-a-7sCF3VEo,30.6775062,76.8115228,1,title_keyword
Ravi Fitness Guru,Personal trainer,,,,,+91 98767 25520,https://ravifitnessguru.blogspot.com/,5,40,False,"['Personal trainer', 'Service establishment', ""Women's personal trainer""]",ChIJS3R5CPaTDzkRF1N_iDhD1i8,30.7176821,76.8074723,0,primary_cat
Spartan Gym,Gym,Kansal,160103,Punjab,"Jangu Mohalla, Kansal, Punjab 160103, India",+91 98780 30063,,4.7,129,False,['Gym'],ChIJEVUp6VvtDzkRDcaHT9Io4vw,30.7615625,76.8096875,40,primary_cat
Her Fitness Hub,Gym,Chandigarh,160103,Chandigarh,"24, School Road, near State Bank Of India, Khuda Ali Sher, Chandigarh, 160103, India",+91 89683 41686,,4.9,9,False,['Gym'],ChIJp3DXAMDzDzkRA6aVIkVR0Ts,30.7743585,76.8091462,1,primary_cat
DEVILS GYM,Gym,"Nayagaon, Chandigarh",160103,Punjab,"Plot-3, Shivalik Vihar Road, Nayagaon, Chandigarh, Punjab 160103, India",+91 82641 21212,,4.5,112,False,['Gym'],ChIJ7ViCRoPyDzkRdWO-enbAoqg,30.7729091,76.801096,80,primary_cat
Rana Fitness Zone,Gym,Nayagaon,160103,Punjab,"Rana fitness zone Honda agency, Dhillon complax, near century public school, Nayagaon, Punjab 160103, India",+91 88376 84977,,4.9,96,False,['Gym'],ChIJ6duKtJLzDzkRO49mcVoIzq8,30.7748656,76.7974658,68,primary_cat
Yellow Fitness club GYM,Gym,"Nayagaon, Chandigarh",160103,Chandigarh,"Side Hotel The Yellow, Dhillon Rd, Nayagaon, Chandigarh, 160103, India",+91 94644 54545,,4.5,167,False,['Gym'],ChIJgQa-qGnzDzkRhzg13B71C2c,30.7707984,76.7972203,34,primary_cat
Wao Fitness,Gym,Chandigarh,160009,Chandigarh,"SCO 34,35,36, 37, Madhya Marg, 9D, Chandigarh 160009, India",+91 62831 17815,,4.9,1312,False,"['Gym', 'Gymnastics club']",ChIJmcyyL0_tDzkRpj88VMfgzJk,30.7450838,76.7881575,112,primary_cat
Fitness Temple,Fitness center,Nayagaon,160103,Punjab,"Main Market, Nayagaon, Punjab 160103, India",+91 85569 19529,,4.5,155,False,"['Fitness center', 'Gym']",ChIJd6ERvpzyDzkRxwDoeKDSD1M,30.7708242,76.7924997,13,primary_cat
Sigma Fitness (Gym & Cardio),Gym,Nayagaon,160103,Punjab,"Janta Colony Rd, near shanti atta chakki, Adarsh Nagar, Nayagaon, Punjab 160103, India",+91 98880 35118,,4.5,64,False,['Gym'],ChIJE1cXWpvyDzkRm6XLcLcwR-g,30.7730293,76.7920434,65,primary_cat
Hox Fitness,Gym,Chandigarh,160011,Chandigarh,"Hotel Mountview, Sector 10A, Sector 10, Chandigarh, 160011, India",+91 70873 20007,http://hoxfitness.com/,4.4,163,False,['Gym'],ChIJC6dUeTrtDzkRbYRtVbitX2o,30.7540217,76.7886644,81,primary_cat
Fitness Continues,Fitness center,"Nayagaon, Sahibzada Ajit Singh Nagar",160103,Chandigarh,"Block H, Shivalik Vihar Road, Nayagaon, Sahibzada Ajit Singh Nagar, Chandigarh 160103, India",+91 99887 77547,https://fitness-continues.business.site/?utm_source=gmb&utm_medium=referral,5,30,False,"['Fitness center', 'Club', 'Dance club', 'Gym', 'Health consultant', 'Physical fitness program', 'Weight loss service', 'Yoga studio']",ChIJQVO2uKnzDzkRHy3a-T8wZxE,30.7748379,76.8014097,1,primary_cat
PEC Gymnasium,Gym,Chandigarh,160012,Chandigarh,"Sector 12, Chandigarh, 160012, India",,,3.4,34,False,['Gym'],ChIJKR0L74LyDzkRVdurn8wFp-k,30.7678634,76.7893577,21,primary_cat
calisthenics advanced training in Chandigarh,Fitness center,"Nayagaon, Chandigarh",160103,Punjab,"1498-E, near bsnl tower, Adarsh Nagar, Nayagaon, Chandigarh, Punjab 160103, India",+91 77430 17745,https://www.instagram.com/_diamond_mode_?igsh=MXNtMWI2MGNidm5paw%3D%3D&utm_source=qr,5,32,False,['Fitness center'],ChIJsRzFkY_zDzkRjgRwkS4UBdc,30.770835,76.7887634,26,primary_cat
Kryptonian_gym_by_Karam,Gym,Nayagaon,160103,Punjab,"Shop no 10 1st floor, Main Market, Shiv Mandir Rd, near haryana Kiryana store, Nayagaon, Punjab 160103, India",,,5,3,True,['Gym'],ChIJ33wP8LvzDzkR-SGOFy0HWMI,30.7723306,76.7932184,11,primary_cat
WOMAN FITNESS ZONE and Health Happiness Clinic,Wellness center,Nayagaon,160103,Punjab,"221-A, Shivalik Vihar, Nayagaon, Punjab 160103, India",+91 95010 48995,,5,2,False,['Wellness center'],ChIJDZFi3RvzDzkRAnvtvVKgkKc,30.7726206,76.7978817,10,primary_cat
MV fitness,Gym,Nayagaon,160103,Punjab,"QQFW+P5X, Nayagaon, Punjab 160103, India",,,4.4,5,True,['Gym'],ChIJS7nz-mPzDzkRhSsLKFwpDVE,30.7743607,76.7954765,10,primary_cat
Harman,Gym,Chandigarh,160001,Chandigarh,"3A, Udyan Path, 3A, 2B, Sector 3, Chandigarh, 160001, India",,,,,True,['Gym'],ChIJBzqPHwDtDzkRt0o9sGbhQBg,30.76198,76.7951695,1,primary_cat
Spade Fitness Club,Gym,Chandigarh,160009,Chandigarh,"SCO 143-144, Sector 9- C, Sector 9, Chandigarh, 160009, India",+91 97796 11778,https://www.instagram.com/spade_fitness_club?igsh=MWx1aGo4amh5eHltYg==,5,97,False,['Gym'],ChIJO17h92_tDzkR3IWvDlH4myo,30.7424768,76.78976,47,primary_cat
Octane Wellness Club Sector 17,Fitness center,Chandigarh,160017,Chandigarh,"SCO 73-79, Shopping Plaza, 17D, Sector 17, Chandigarh, 160017, India",+91 72680 90909,,4.6,738,False,"['Fitness center', 'Gym']",ChIJazILzUftDzkR8B0uh4G-XFA,30.7410961,76.7820211,82,primary_cat
Akhada Health and Fitness Club,Gym,Chandigarh,160020,Chandigarh,"SCO 34,Sector, 33D, Chandigarh, 160020, India",+91 92186 04441,http://www.akhadagym.com/,4.9,584,False,"['Gym', 'Gymnasium school', 'Gymnastics club', 'Spa and health club']",ChIJbTLOi7ztDzkR2Mc-A_3o4vI,30.7138453,76.768394,146,primary_cat
Yog Amore,Yoga studio,"Chandigarh, Kansal",160103,Chandigarh,"Kansal Enclave, YogAmoreShala, behind Chandigarh Club, Sector 1, Chandigarh, 160103, India",,http://www.yogamoreshala.com/,5,85,False,"['Yoga studio', 'Yoga instructor', 'Yoga retreat center']",ChIJ9VxiC3btDzkRQbo7TsRfXWI,30.7666967,76.8072622,155,primary_cat
Hybrid Cross Gym,Gym,Chandigarh,160014,Chandigarh,"QQ93+49J HYBRID CROSS FITNESS, near RAVIDASS GURUDWARA, Dhanas, Chandigarh, 160014, India",+91 82848 01717,,4.8,40,True,['Gym'],ChIJy-SVJd_zDzkRThkHWKOjdCQ,30.767842,76.7534016,24,primary_cat
Fit Accord,Gym,Chandigarh,160012,Chandigarh,"PGIMER NEAR EYES CENTER, OLD DOCTOR'S HOSTEL - ODH, POST GRADUATE INSTITUTE OF MEDICAL EDUCATION & RESEARCH, ODH, Sector 12, Chandigarh, 160012, India",+91 75082 64143,,4.3,111,False,['Gym'],ChIJac1-uL3tDzkRoD3Eevoyxg8,30.7649884,76.7791278,5,primary_cat
A Ultimate Fitness Gym,Fitness center,"Chandigarh, Khudda Lahora",160014,Chandigarh,"2,4, SCF 1, above Platinum Honda Service Center, Khuda Jassu, Khudda Lahora, Chandigarh, Khudda Lahora, Chandigarh 160014, India",+91 99883 74425,,5,17,False,['Fitness center'],ChIJnXytcwDzDzkRF8QIoncv-cc,30.7722569,76.7712203,10,primary_cat
Pro Ultimate Gyms - Aroma 22 Chandigarh,Gym,Chandigarh,160022,Chandigarh,"2nd Floor, Hotel Aroma Complex, Sector 22C, Sector 22, Chandigarh, 160022, India",+91 76964 83559,https://proultimategyms.in/,4.8,1086,False,['Gym'],ChIJaWcZ7n3tDzkR5va9XwkjHeo,30.7301889,76.7735698,67,primary_cat
OVR Fitness Solutions,Fitness center,Chandigarh,160015,Chandigarh,"27, 2nd Floor, SCO, 15C, Sector 15, Chandigarh, 160015, India",+91 85680 75063,,4.9,173,False,"['Fitness center', 'Gym']",ChIJ6f5DO5rtDzkRADs5QxSxiSs,30.7517625,76.7723029,600,primary_cat
Zumba Certification course,Fitness center,Chandigarh,160022,Chandigarh,"Sector 21A, Sector 21, Chandigarh, 160022, India",,http://leafzumba.com/,5,11,False,['Fitness center'],ChIJ11QU_8PtDzkRCaxLb_angYg,30.7322344,76.7791444,21,primary_cat
Pro Ultimate Gyms Sector 38,Gym,Chandigarh,160014,Chandigarh,"1st & 2nd Floor, SCO 174-175, Sector 38C, Sector 38, Chandigarh, 160014, India",+91 93392 00038,,4.9,1578,False,['Gym'],ChIJ1_NwnpXtDzkRb0hmo48W-yQ,30.7444361,76.7436582,50,primary_cat
Hope Fitness Gym,Gym,Chandigarh,160025,Chandigarh,"Main Market, Plot no- 86, Maloya, Chandigarh, 160025, India",+91 62800 82155,,4.9,169,False,['Gym'],ChIJgZeRLZvvDzkR3LCzwelWv6A,30.7549428,76.7175672,31,primary_cat
The Voult Fitness Gym,Gym,Sahibzada Ajit Singh Nagar,160055,Punjab,"SCF - 31, Basement, Phase 6, Basement, Sahibzada Ajit Singh Nagar, Punjab 160055, India",,,5,29,False,['Gym'],ChIJ30bnYx_vDzkRDO0POMGaHdM,30.7358633,76.7160571,6,primary_cat
Kas fitness unisex gym and spa,Gym,Sahibzada Ajit Singh Nagar,160014,Punjab,"Jujhar Nagar, Sahibzada Ajit Singh Nagar, Punjab 160014, India",+91 83609 60474,,5,66,False,['Gym'],ChIJ0deofavvDzkRVwZ10VdZI6g,30.7509237,76.7070288,19,primary_cat
Anytime Fitness,Gym,Chandigarh,160022,Chandigarh,"1st & 2nd Floor, Sco 107 & 108, 43B, Sector 43, Chandigarh, 160022, India",+91 86993 99800,https://www.anytimefitness.com/en-in/locations/chandigarh-chandigarh-in-1107,4.6,732,False,"['Gym', 'Fitness center']",ChIJKbS6SEPtDzkRZX_NtZBXfc0,30.7170454,76.7531547,116,primary_cat
Athelonics Hybrid Gym,Gym,Chandigarh,160043,Chandigarh,"Main Road, 146-148, Himalaya Marg, 43B, Sector 43, Chandigarh, 160043, India",+91 172 461 7246,,4.5,495,False,['Gym'],ChIJbfQ28crtDzkRrb81_XqGxyE,30.7182605,76.7546886,94,primary_cat
Infinity Fitness Studio & Gym,Gym,Chandigarh,160036,Chandigarh,"SCO 49, First and second floor, Sector 42-C, Chandigarh 160036, India",+91 70270 82827,,4.8,94,False,['Gym'],ChIJOW8avgvtDzkR-nuN-CcgXSw,30.722799,76.7447888,12,primary_cat
Ikneet Health Club,Gym,Chandigarh,160036,Chandigarh,"PP8P+95M, Kajheri, Kajheri Village, Sector 52, Chandigarh, 160036, India",+91 98156 83320,,4.9,34,True,['Gym'],ChIJvSfsOdXtDzkRpvkc8UwsDWk,30.7159632,76.7354076,17,primary_cat
Extreme fitness gym & spa,Gym,Chandigarh,160055,Chandigarh,"Main road, Sector 55, Palsora, Chandigarh, 160055, India",+91 98724 49446,,4.3,88,False,['Gym'],ChIJPVbvFYLvDzkRql9YGD7IO94,30.7305049,76.7255833,2,primary_cat
Flex Gym,Gym,Chandigarh,160036,Chandigarh,"2nd Floor, sco no. 6 & 7 sector, Sector 41D, Badheri, Sector 41, Chandigarh, 160036, India",+91 98033 00112,https://flexgym41.netlify.app/,4.2,192,False,['Gym'],ChIJQy-OUNntDzkRwNxmbGGkKfw,30.7342359,76.736771,20,primary_cat
Gurbilas Health Club ( GYM ),Gym,Sahibzada Ajit Singh Nagar,160055,Chandigarh,"SCO 18, Top Floor, Sector 55, Phase 1, Sector 55, Sahibzada Ajit Singh Nagar, Chandigarh 160055, India",+91 98156 24334,http://ghcnutritionchd.com/,4.5,133,False,['Gym'],ChIJAQAAALDuDzkRkFzIn08sFnk,30.7281902,76.7222744,69,primary_cat
Super Fitness Center,Gym,Chandigarh,160047,Chandigarh,"SCO 50, Burail, Sec, Sector 45C, Sector 45, Chandigarh, 160047, India",+91 98155 20657,,4.5,46,False,['Gym'],ChIJ7ztX7SXtDzkRVwQ5MsIbcF8,30.7061784,76.7576347,26,primary_cat
Pro Ultimate Gyms,Gym,Chandigarh,160043,Chandigarh,"SCO 255-256, Top Floor, 44C, Sector 44, Chandigarh, 160043, India",+91 86428 00044,https://proultimategyms.in/sector-44-c-chandigarh/,4.9,975,False,['Gym'],ChIJ4fDOeDntDzkRU-JFxVDgvBI,30.7128541,76.7519282,221,primary_cat
OZI Gym and Spa,Fitness center,Chandigarh,160036,Chandigarh,"Sco 383, 384, 385, SCO 388, Sector 37 d, Sector 37, Chandigarh, 160036, India",+91 172 511 0038,,4.1,518,False,['Fitness center'],ChIJw8qxX3vtDzkR92bvdwFxHIg,30.7403662,76.747879,109,primary_cat
- Sec 22,Fitness center,Chandigarh,160022,Chandigarh,"SCO 3013-14, Dakshin Marg, Sector 22D, Sector 22, Chandigarh, 160022, India",,http://ozigym.com/,4.2,371,False,['Fitness center'],ChIJ73mGYLrtDzkRPPUb9m0uWF8,30.731003,76.7651952,57,primary_cat
Divine Soul Yoga,Wellness center,Chandigarh,160011,Chandigarh,"Dhyan Vatika, 289, Sector 10A, Sector 10, Chandigarh, 160011, India",+91 93892 53652,http://www.divinesoulyoga.com/,5,121,False,['Wellness center'],ChIJ4_OdOrvtDzkR4NdjSbYaaQ8,30.7557973,76.7923058,113,primary_cat
Neel Yog,Yoga studio,Chandigarh,160015,Chandigarh,"15C, Sector 15, Chandigarh, 160015, India",+91 98788 76696,,5,23,False,['Yoga studio'],ChIJBajXrjTtDzkRAg5jGcvK4fE,30.7514904,76.7737117,22,primary_cat
Yogshakha | Yoga Studio,Yoga instructor,Chandigarh,160017,Chandigarh,"Shopping Plaza, 17C, Sector 17, Chandigarh, 160017, India",+91 78144 08051,https://yogshakha.in/,5,19,False,['Yoga instructor'],ChIJs6tCip7tDzkR3J6RAxvW7ug,30.7383556,76.7847663,25,primary_cat
Svadhyo Yogshala,Yoga studio,Chandigarh,160037,Chandigarh,"Sector 37A, Sector 37, Chandigarh, 160037, India",+91 94167 25496,https://www.svadhyoyogshala.com/home,5,142,False,"['Yoga studio', 'Yoga retreat center']",ChIJ84EOUM_tDzkRvDeCr6XJpwo,30.7413195,76.7530231,1261,primary_cat
Santushti Yoga Lounge by Rohan,Yoga studio,Chandigarh,160022,Chandigarh,"SCO 2422, Sector 22C, Sector 22, Chandigarh, 160022, India",+91 98726 24884,https://santushtibylavleen.com/yoga-classes-chandigarh,5,183,False,"['Yoga studio', 'Meditation center', 'Meditation instructor', 'Personal trainer', 'Yoga retreat center']",ChIJBfW9H7LtDzkRWqgqH0wiXVk,30.728949,76.771661,19,primary_cat
The Barbell LiFe GYM & SpA CroSsFiTt,Fitness center,Chandigarh,160043,Chandigarh,"PQ72+MHP, Sco, Sco 359, Sector 44D, Sector 44, Chandigarh, 160043, India",+91 78886 81966,,4.3,99,True,['Fitness center'],ChIJU8suyTPsDzkRRckD1fwscxU,30.7142309,76.751539,29,primary_cat
Friends Fitness Gym,Gym,Chandigarh,160047,Chandigarh,"Sanatan, Kesho Ram Complex, SCO-68, opposite Sanatan Dharam Mandir, Burail, Sector 45C, Sector 45, Chandigarh, 160047, India",+91 97800 51822,,4.2,73,True,['Gym'],ChIJUUNj5UfsDzkRBRDWVnmL_sE,30.7055209,76.7576002,17,primary_cat
Suprama Fitness GYM,Gym,Chandigarh,160022,Chandigarh,"City Center S.C.O-285, First & Top floor, Sector 35D, Chandigarh, 160022, India",+91 98785 08334,,4.4,144,False,['Gym'],ChIJfaYzPJjtDzkRJ1VMdooID10,30.7266519,76.7576696,23,primary_cat
- Sec 40,Fitness center,Chandigarh,160036,Chandigarh,"Sector 40 Market Rd, near IndusInd Bank, Sector 40C, Sector 40D, Chandigarh, 160036, India",+91 172 502 0888,,4.2,531,False,['Fitness center'],ChIJU_6rKHXuDzkR0HUWW67CHec,30.7354171,76.7359221,53,primary_cat
22 gym,Gym,Chandigarh,160036,Chandigarh,"SCF143, Sector 40C Rd, Chandigarh, 160036, India",,,3.8,79,False,['Gym'],ChIJ5W-PbJftDzkRenA19oluSUI,30.7366152,76.734505,13,primary_cat
Ajay Health & Wellness Center | Weight Loss & Fitness Club,Weight loss service,Chandigarh,160036,Chandigarh,"FIRST FLOOR, SCO NO 89, Sector 38C, Sector 38, Chandigarh, 160036, India",+91 98886 99760,https://sites.google.com/view/ajaywellnesscenter/home,5,78,False,['Weight loss service'],ChIJT_linjHtDzkR2S36TgqFZkU,30.743387,76.7444709,0,primary_cat
SB Wellness Center,Community health center,Chandigarh,160022,Chandigarh,"1929, 34D, Sector 34, Chandigarh, 160022, India",,http://www.drshalinderkaur.com/,4.8,26,False,['Community health center'],ChIJ13oro8HtDzkRoiMt5CdluL4,30.7206341,76.7633283,18,title_keyword
Herbalife ASSOCIATE /club/chandigrh mohali,Weight loss service,Chandigarh,160036,Chandigarh,"bdheri, Shop no 247 a, Sector 41D, Badheri, Chandigarh, 160036, India",+91 90419 23504,,5,25,False,"['Weight loss service', 'Fitness center', 'Health counselor']",ChIJg0SL_oPtDzkRxCFTWG9M3Ac,30.7326701,76.7349179,16,primary_cat
Rudra health club,Gymnasium school,Sahibzada Ajit Singh Nagar,160055,Punjab,"PPM8+QMM, Mohali, Sector 56, Sahibzada Ajit Singh Nagar, Punjab 160055, India",,,,,True,['Gymnasium school'],ChIJZywdoU3vDzkRhB1mePuK4Vo,30.734462,76.7166657,25,title_keyword
Tritam Moksha Spa,Spa and health club,Chandigarh,160022,Chandigarh,"1st Floor, SCO 423/24, 35C, Sector 35, Chandigarh, 160022, India",+91 98784 09429,https://tritammoksha.in/,4.7,234,False,"['Spa and health club', 'Ayurvedic clinic']",ChIJrWLASRPtDzkR0FRPsdu1qS4,30.7223021,76.7612617,67,primary_cat
